Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,3210.0852
FDG31,OUT045,936.4031
FDC60,OUT045,1579.038
FDL36,OUT013,1632.289
FDP21,OUT013,3115.7385
FDW16,OUT045,1320.9551
FDX02,OUT017,4718.9175
FDQ58,OUT027,3389.8916
FDT51,OUT046,1587.6718
FDD59,OUT049,1718.1184
NCM42,OUT018,1512.1968
FDA57,OUT018,586.26855
FDZ48,OUT035,1674.2407
FDE46,OUT045,2026.5953
NCZ30,OUT019,391.09244
FDB56,OUT017,3031.0266
FDA25,OUT027,2747.422
FDD20,OUT013,2513.4695
FDL25,OUT013,1263.7726
NCO18,OUT049,3663.896
FDJ45,OUT017,364.3198
FDR12,OUT035,2571.4688
NCF19,OUT010,17.698528
FDK25,OUT046,3556.1035
NCR17,OUT046,1923.6053
FDC52,OUT046,2298.329
NCA54,OUT017,3553.853
FDR45,OUT010,295.00253
NCM19,OUT049,1666.9872
FDF39,OUT027,4198.7427
FDX23,OUT049,1663.3948
FDD58,OUT027,1560.7308
FDX28,OUT013,2177.7434
NCD31,OUT013,3031.4463
FDU57,OUT018,2560.1377
FDI27,OUT046,705.0219
NCM42,OUT046,1891.7338
FDD32,OUT027,2116.576
FDI34,OUT013,3911.7234
NCM29,OUT049,2038.8873
FDG46,OUT018,1810.141
DRC01,OUT010,-1.8881018
FDB15,OUT027,5587.177
NCA17,OUT027,3621.652
FDF10,OUT046,2406.6392
FDR26,OUT027,3709.0337
FDI02,OUT049,1700.4141
NCM54,OUT010,440.34164
FDF14,OUT013,2218.0728
FDJ33,OUT010,381.69977
FDM20,OUT035,4115.6323
FDC03,OUT027,5746.053
NCX05,OUT046,2008.777
NCM41,OUT027,2113.778
NCU29,OUT010,-39.053257
FDQ59,OUT017,1380.3972
FDH46,OUT010,222.21672
FDH09,OUT013,578.9495
NCD06,OUT045,714.7136
FDC15,OUT035,2053.407
DRD37,OUT027,698.84155
FDT28,OUT027,3337.9578
FDR28,OUT027,3823.2776
FDT38,OUT017,1065.3247
FDV34,OUT027,1803.6985
FDY52,OUT035,774.35034
FDB34,OUT013,1384.243
DRL23,OUT018,1272.2574
DRB24,OUT046,2372.7893
FDJ50,OUT046,1043.964
FDQ49,OUT035,1907.3539
FDP20,OUT035,1740.3595
FDV19,OUT027,4166.292
NCR54,OUT045,2695.3533
FDO09,OUT010,557.2154
FDS57,OUT018,1897.9291
FDN10,OUT049,1871.7449
FDV23,OUT049,2073.674
FDY28,OUT049,3438.5876
DRG51,OUT013,2728.185
FDD45,OUT019,302.46832
NCL18,OUT027,5445.23
NCM29,OUT013,2397.9097
FDF17,OUT027,5596.8877
FDE22,OUT017,2754.9373
FDQ22,OUT017,494.29968
FDS01,OUT013,3220.229
FDW35,OUT027,799.59814
FDJ33,OUT046,1980.7609
NCF54,OUT035,3274.3086
FDE09,OUT013,1441.0624
NCE06,OUT045,2212.3572
DRH49,OUT049,1174.5032
FDY43,OUT045,2437.0308
NCT05,OUT017,4160.855
FDZ34,OUT045,3976.9575
FDL38,OUT017,1379.4335
FDZ31,OUT017,3615.0674
FDR14,OUT035,897.5676
NCN54,OUT049,1576.4291
NCC42,OUT027,3602.9468
FDK08,OUT017,1662.415
FDP59,OUT013,1560.1604
FDV22,OUT035,3048.6174
FDD33,OUT035,3425.285
DRE60,OUT027,6859.6123
FDK52,OUT046,5102.754
FDA02,OUT017,2015.9563
FDM56,OUT049,1939.2386
FDE57,OUT035,2146.9087
FDM32,OUT045,1139.8658
NCQ30,OUT027,2995.8054
FDQ27,OUT027,2525.8015
FDT60,OUT027,3066.536
FDU43,OUT049,4052.2993
NCO55,OUT035,2319.4114
FDG02,OUT045,2342.9216
FDJ28,OUT013,2516.4966
FDP40,OUT045,1480.0277
FDJ38,OUT045,3547.7214
NCC54,OUT017,4569.4053
NCZ41,OUT046,1637.93
FDK38,OUT019,403.36014
FDU52,OUT013,1894.8622
FDC40,OUT046,1261.3987
NCR30,OUT017,1209.3793
NCN18,OUT017,2269.6116
FDB50,OUT035,1490.7928
FDG04,OUT013,3175.751
FDR26,OUT035,2636.1113
NCT17,OUT018,2872.0024
FDX35,OUT027,7054.1787
FDS12,OUT046,2162.8254
NCZ29,OUT027,3429.4324
FDB38,OUT010,636.3458
FDP12,OUT013,568.98785
FDP22,OUT046,876.7699
FDS26,OUT018,4083.3635
FDR52,OUT046,3250.9756
DRJ13,OUT046,2448.594
FDU48,OUT027,3381.9434
FDE29,OUT035,958.23175
NCT29,OUT049,1909.3004
DRK37,OUT018,3803.8052
FDK55,OUT046,1044.9202
FDR07,OUT046,934.8229
FDO21,OUT027,6066.56
FDK46,OUT049,6292.559
FDB12,OUT045,1464.4684
FDT31,OUT027,4963.9854
FDJ33,OUT045,1996.8707
FDC26,OUT027,3504.2522
NCQ02,OUT045,3068.04
FDP08,OUT010,556.4575
FDB11,OUT027,4381.5005
FDV55,OUT013,2580.5486
FDW20,OUT049,1966.6224
NCJ18,OUT019,367.2201
FDC41,OUT018,868.68243
FDE14,OUT027,2570.1362
FDG35,OUT013,2254.8945
FDF45,OUT035,861.69037
FDS19,OUT027,2037.8287
FDS58,OUT019,538.22485
FDA26,OUT017,5619.357
FDM32,OUT049,1449.4952
FDL45,OUT046,2255.8337
FDZ55,OUT049,2903.9863
FDY37,OUT049,2321.4814
FDO46,OUT046,2117.1118
FDQ60,OUT046,2525.224
FDA19,OUT018,1774.2521
FDL15,OUT046,2382.2336
FDM10,OUT018,2363.529
NCL05,OUT017,699.2922
DRK49,OUT010,213.00262
NCE18,OUT027,5982.7
FDG40,OUT049,681.5787
DRI59,OUT045,4289.4927
FDK28,OUT035,5709.5845
NCD06,OUT019,189.55716
FDO11,OUT019,254.79517
FDK27,OUT046,1537.8746
FDT43,OUT027,1599.7882
FDD38,OUT018,1186.4753
FDA16,OUT049,4228.493
FDL14,OUT027,4183.996
NCM17,OUT049,524.8173
FDD20,OUT045,2096.5771
FDA40,OUT045,1238.1404
FDL43,OUT045,1218.3503
FDV15,OUT045,1985.6808
FDE52,OUT046,1301.3317
NCL17,OUT010,-27.242476
NCJ31,OUT045,3666.998
FDR60,OUT045,1315.9243
NCA18,OUT035,1551.3093
FDS21,OUT027,1823.6475
FDW09,OUT035,1541.7516
FDL26,OUT035,2926.4614
FDS47,OUT018,1260.9808
FDC39,OUT046,3300.0288
FDT51,OUT035,1649.3739
FDK40,OUT035,3602.8708
NCG19,OUT045,2566.4116
FDZ07,OUT046,499.38275
FDF08,OUT027,2425.7021
FDO04,OUT013,828.1613
FDK41,OUT018,1001.8049
FDP15,OUT049,5541.5786
NCD43,OUT018,1408.1948
NCP18,OUT013,2127.1968
FDZ51,OUT046,1525.2963
DRH13,OUT035,1528.7764
FDF38,OUT045,598.5084
NCI43,OUT045,823.0457
FDM38,OUT027,2033.7179
FDS03,OUT013,1320.0222
DRJ47,OUT017,3155.9316
FDT50,OUT010,49.765068
FDV02,OUT046,2844.855
NCG18,OUT017,1658.2839
FDW52,OUT046,3027.4448
FDS40,OUT035,680.12964
FDN31,OUT017,2573.2974
FDA37,OUT045,1970.8082
FDA15,OUT046,3515.6064
FDL39,OUT046,2430.976
FDJ53,OUT045,1790.5503
FDX22,OUT013,3927.5068
NCZ42,OUT045,3934.7156
FDD56,OUT027,4463.265
FDD40,OUT017,3146.8308
FDS50,OUT013,4051.0127
NCN14,OUT013,3263.6746
FDT15,OUT013,3042.9285
NCS18,OUT027,2748.7478
NCO26,OUT010,210.88925
FDF58,OUT018,729.3058
NCB19,OUT013,1416.8148
FDH26,OUT017,2434.1987
DRB24,OUT027,4169.2734
FDA49,OUT018,1238.2843
FDB32,OUT045,1362.5283
FDI36,OUT017,3524.2
NCA17,OUT010,975.69403
FDH22,OUT013,2071.455
NCM26,OUT018,2229.5454
FDT15,OUT027,6057.1963
FDB16,OUT018,1080.8068
NCP54,OUT027,3049.7031
FDJ36,OUT013,1751.7347
FDO28,OUT045,1696.7644
FDU09,OUT013,724.40216
FDF29,OUT017,2264.2542
FDY08,OUT013,2142.8745
DRJ59,OUT018,359.91568
FDT23,OUT027,2750.1533
FDU15,OUT018,430.32404
FDT47,OUT013,1767.5818
FDI53,OUT019,823.4737
FDR59,OUT018,2764.196
FDD53,OUT035,640.1318
FDY51,OUT017,2513.6223
FDT04,OUT049,615.47064
FDU51,OUT049,4327.5327
FDG14,OUT035,2510.804
NCU06,OUT045,4459.106
DRG25,OUT046,2634.3184
DRH49,OUT035,1271.6688
FDN15,OUT035,2315.0103
FDL43,OUT018,951.4892
NCT18,OUT049,4992.1343
NCB31,OUT013,3826.4702
FDK57,OUT035,1553.4398
FDY04,OUT019,931.3654
NCP54,OUT046,1852.1404
FDF41,OUT013,3204.8125
FDM01,OUT045,1810.526
FDW03,OUT045,1882.291
FDF28,OUT045,1780.4186
FDY37,OUT017,2418.1855
FDQ03,OUT017,3251.3162
FDP51,OUT027,3200.8833
FDJ40,OUT017,1944.1495
FDC32,OUT049,1218.5723
DRI49,OUT027,2549.9385
NCW54,OUT017,975.08514
FDF09,OUT017,692.3932
FDP45,OUT018,2902.255
DRJ23,OUT018,3243.874
FDS59,OUT017,2029.3182
FDY08,OUT046,2107.221
FDX16,OUT049,2592.2922
FDY16,OUT018,2785.077
FDK32,OUT035,2475.9106
FDQ22,OUT013,582.938
NCC31,OUT018,2370.3545
FDG58,OUT049,2208.3345
DRF48,OUT013,3525.155
DRH36,OUT049,1117.6522
NCR30,OUT035,1314.389
FDB03,OUT019,411.3252
FDZ28,OUT027,3562.5269
FDR35,OUT017,3185.795
DRD15,OUT027,5902.1353
FDJ33,OUT019,360.78403
FDA56,OUT010,399.2807
FDP56,OUT046,750.6003
NCT30,OUT046,621.10803
FDK15,OUT017,1780.7281
FDH44,OUT018,2061.45
FDV01,OUT013,2574.5562
DRG03,OUT017,2259.023
FDG50,OUT027,2014.9719
FDR16,OUT010,129.65953
FDZ60,OUT046,1407.8092
DRG03,OUT045,2160.0186
FDS56,OUT018,2863.2986
FDU33,OUT045,957.1239
DRD27,OUT035,1553.252
FDW22,OUT046,4207.223
DRA24,OUT045,2692.6401
FDF38,OUT049,691.1352
FDX48,OUT013,1993.1017
FDS58,OUT018,2431.5625
FDC32,OUT046,1169.7235
NCQ29,OUT045,2699.7292
DRK39,OUT018,954.65393
NCS38,OUT017,2602.927
DRO47,OUT013,1866.9697
DRG27,OUT027,1320.4222
FDC57,OUT027,6675.0063
FDS55,OUT046,2690.874
NCJ06,OUT018,1847.728
FDO01,OUT019,149.69327
NCM55,OUT045,3118.6343
FDC52,OUT049,2042.9524
FDQ15,OUT045,1000.98773
NCT30,OUT027,1391.0326
NCR42,OUT027,511.7622
FDD28,OUT035,709.79645
FDQ34,OUT049,1466.5529
FDZ12,OUT027,3266.5261
DRE13,OUT019,118.72885
NCN07,OUT019,482.6662
FDM28,OUT035,2733.072
FDI10,OUT017,4032.2458
FDQ25,OUT013,1664.6892
FDA38,OUT010,-1196.4193
DRI13,OUT049,4014.6562
FDY20,OUT027,2798.208
NCZ53,OUT035,3065.4453
NCM31,OUT013,2443.1646
DRB01,OUT017,3291.2227
DRF37,OUT046,4028.2983
NCF42,OUT049,2667.8218
FDF16,OUT018,2412.5544
FDB41,OUT013,739.3869
FDR34,OUT013,4636.9526
FDR15,OUT018,2300.0173
NCV42,OUT019,123.87948
FDW51,OUT035,4706.8457
FDU36,OUT017,1792.782
FDX60,OUT049,1433.087
FDY03,OUT035,1823.2399
FDW55,OUT045,4958.296
FDT01,OUT010,290.69165
FDG58,OUT013,2259.9744
FDK21,OUT017,5383.2573
NCS41,OUT019,-353.12494
FDS10,OUT045,2746.4219
NCT53,OUT046,2154.3284
FDJ28,OUT018,2115.5725
FDX44,OUT045,1027.675
FDT20,OUT018,486.70584
FDO44,OUT017,1848.2106
NCX17,OUT049,2934.287
FDY01,OUT017,2006.6028
FDJ12,OUT027,5671.492
DRK35,OUT018,429.67496
FDD47,OUT019,499.60956
NCM53,OUT035,1552.6974
FDO45,OUT013,1082.7152
NCM42,OUT010,490.9201
FDE04,OUT046,2768.6228
NCI30,OUT027,5409.7886
FDZ19,OUT013,2171.03
FDW57,OUT013,3262.7227
FDA25,OUT013,2026.8967
FDT22,OUT046,781.2372
FDP51,OUT013,2180.181
FDD48,OUT027,2769.9956
FDY39,OUT035,5301.4214
FDO48,OUT010,583.2047
FDD23,OUT027,4926.9536
DRN35,OUT027,664.8345
FDT01,OUT035,2991.3801
FDC20,OUT010,150.92976
DRJ35,OUT035,1019.30365
FDB32,OUT046,1886.5989
FDL24,OUT046,2974.1245
NCV42,OUT035,2111.5725
FDZ46,OUT046,1761.1831
FDC15,OUT013,1996.0468
FDD08,OUT019,-94.19644
FDY50,OUT049,1401.1105
FDD36,OUT013,1882.5679
FDG57,OUT027,1509.4012
FDL21,OUT018,437.64105
FDN16,OUT027,2690.4812
FDJ09,OUT027,806.1527
FDS01,OUT010,512.29376
FDV33,OUT017,4024.0208
DRE12,OUT017,960.6373
FDR07,OUT013,958.0573
FDP48,OUT010,609.86816
NCB55,OUT035,855.59155
FDQ08,OUT013,907.6187
FDR34,OUT035,4381.648
FDO33,OUT046,2197.3674
FDP13,OUT045,852.647
FDX12,OUT049,3774.5354
NCT06,OUT049,3100.0835
FDR16,OUT019,949.25574
FDE36,OUT046,2867.4949
FDZ36,OUT049,3773.7932
FDV13,OUT045,1352.4296
NCZ17,OUT035,872.542
FDU56,OUT045,3107.8909
FDM09,OUT035,2571.415
FDV02,OUT017,3070.9639
FDS34,OUT018,1459.9448
FDA11,OUT049,1453.6584
FDP09,OUT017,5493.7935
FDB29,OUT027,3081.8276
FDT19,OUT017,3244.754
DRH15,OUT017,904.4364
FDY38,OUT046,3280.1304
FDF14,OUT027,3669.3096
FDN48,OUT010,269.2907
FDQ12,OUT013,3409.5562
NCJ43,OUT045,3057.9167
FDE17,OUT019,576.70605
FDB05,OUT035,4660.984
FDH10,OUT045,1312.2069
NCR06,OUT017,584.5074
FDU32,OUT018,1695.5771
FDD56,OUT049,2289.805
FDO36,OUT018,1897.1296
FDH16,OUT010,333.8048
FDX10,OUT018,347.14386
FDZ37,OUT017,1665.351
FDU31,OUT010,-218.85796
DRC49,OUT049,2051.5442
FDL15,OUT045,2055.9973
FDN32,OUT019,380.16074
DRH59,OUT027,1586.2645
NCU29,OUT049,2567.24
FDR37,OUT019,735.50964
FDS14,OUT018,2351.527
FDU02,OUT027,6626.9917
FDJ08,OUT035,3205.5776
NCZ06,OUT045,2999.3313
FDO31,OUT049,1285.892
FDH31,OUT018,1471.7517
FDS58,OUT017,2864.1753
NCA53,OUT027,1255.8889
FDF50,OUT046,2109.6997
NCW42,OUT049,4383.988
NCQ17,OUT045,2466.2126
FDK51,OUT018,3637.48
NCW41,OUT010,324.98056
NCR29,OUT017,894.557
FDB08,OUT019,114.83681
FDA40,OUT027,2459.7153
FDL14,OUT018,2561.6218
FDB47,OUT046,3566.8337
FDO03,OUT035,4828.117
DRK13,OUT019,314.91235
FDX13,OUT010,2110.3025
FDF52,OUT046,2995.8447
FDT11,OUT013,2778.2097
FDB08,OUT013,2572.274
FDQ28,OUT018,2200.1003
FDD29,OUT045,3498.86
NCQ29,OUT027,4511.129
NCO02,OUT013,936.89667
FDR56,OUT010,204.95688
NCM54,OUT049,2085.4956
FDP51,OUT035,2178.2683
FDT38,OUT013,1035.2775
FDZ20,OUT018,2356.0776
FDJ53,OUT013,1737.0824
FDX13,OUT049,4539.655
FDP58,OUT035,3251.5522
NCK31,OUT019,103.134995
FDA35,OUT018,1674.507
FDV37,OUT018,2287.127
NCO07,OUT027,4525.5625
FDA20,OUT045,2577.283
FDZ59,OUT035,3200.3232
NCY17,OUT017,773.7043
FDQ28,OUT035,2548.3127
FDV35,OUT017,2729.4202
FDQ36,OUT013,621.861
FDD34,OUT018,2557.2356
FDK51,OUT045,4313.1123
FDV31,OUT035,2439.97
FDR04,OUT035,1694.9426
FDR14,OUT049,847.3031
DRC36,OUT010,467.4527
FDE39,OUT019,7.3274083
FDP57,OUT049,1437.7181
FDE57,OUT046,2090.381
NCN18,OUT046,2077.4207
NCQ05,OUT018,2347.4626
FDW47,OUT035,1985.0563
FDV46,OUT035,2788.7593
NCP29,OUT045,757.5138
FDE09,OUT018,1407.9135
NCU06,OUT027,6544.86
FDT19,OUT010,587.0967
DRF15,OUT017,1967.7688
DRI51,OUT013,2223.6228
NCX54,OUT013,1745.1987
DRE01,OUT013,3799.6306
NCB07,OUT045,2931.4463
FDU50,OUT035,1922.3442
FDG40,OUT035,730.15216
FDW10,OUT018,3407.2476
FDX51,OUT013,2966.1587
NCP17,OUT045,1196.3873
FDP21,OUT035,2774.2551
FDL04,OUT045,1693.4034
FDV23,OUT013,2107.9324
FDF24,OUT046,1138.597
FDH56,OUT027,3322.0632
FDB51,OUT049,556.115
FDI58,OUT027,2688.3882
FDR20,OUT013,741.5008
FDC51,OUT018,1824.2524
FDB16,OUT027,2179.5806
FDE40,OUT049,793.1601
NCM17,OUT035,855.209
FDU56,OUT035,3527.722
FDS32,OUT019,343.55698
FDX02,OUT049,4224.957
FDT39,OUT027,3863.66
FDE35,OUT017,907.6289
NCI42,OUT019,879.80206
DRL23,OUT046,1337.0923
FDA10,OUT046,1439.2812
FDA11,OUT013,1346.7871
NCM06,OUT046,2404.3523
NCT05,OUT035,3411.4324
NCQ02,OUT010,590.9328
NCY06,OUT049,2249.8499
FDY56,OUT035,4816.132
FDL02,OUT035,2052.866
NCI06,OUT035,2732.079
FDQ14,OUT045,2331.3586
FDQ12,OUT017,4512.013
FDP36,OUT046,1049.9297
FDK21,OUT027,7300.145
FDO40,OUT045,2566.0684
NCK54,OUT019,-44.19016
FDY09,OUT018,2744.1733
NCW30,OUT049,5132.201
NCC55,OUT027,383.52078
FDE58,OUT018,1669.9503
FDR39,OUT013,3983.023
FDU28,OUT049,2802.5203
FDH08,OUT017,4542.3047
FDG35,OUT045,1892.4263
FDG22,OUT049,548.5331
FDC34,OUT035,2790.1294
FDP15,OUT018,2846.6292
FDK34,OUT010,389.81058
FDU45,OUT035,2464.1545
FDQ04,OUT027,927.41376
FDX22,OUT018,2605.669
FDB45,OUT017,1581.5271
NCH43,OUT027,4745.088
DRE60,OUT046,4225.8823
FDD17,OUT027,6829.734
NCM54,OUT017,2072.9094
NCH55,OUT013,2019.0801
NCT06,OUT017,2979.9648
FDA48,OUT027,5932.4224
FDY58,OUT027,6838.62
FDO25,OUT045,4472.78
FDN50,OUT045,1630.2333
FDH35,OUT035,2370.211
FDK09,OUT045,4446.094
FDO16,OUT013,1936.9722
FDW11,OUT045,1012.5554
FDU47,OUT027,3812.5066
NCQ42,OUT010,51.62535
FDK55,OUT027,2753.437
FDN08,OUT049,2042.0753
FDT57,OUT045,3131.0225
FDJ12,OUT018,2850.8413
DRL59,OUT017,819.6116
NCN53,OUT046,571.03235
FDO51,OUT010,167.50287
FDK56,OUT017,3026.017
FDY12,OUT035,855.3648
FDU15,OUT035,718.26904
FDQ19,OUT046,2387.954
DRF15,OUT045,2157.9966
DRE25,OUT019,383.83804
FDK57,OUT018,1222.7748
FDD33,OUT010,45.049725
FDR34,OUT027,6212.0366
FDU04,OUT045,1794.6959
FDE35,OUT019,123.548035
NCD31,OUT035,3302.3376
FDJ56,OUT035,1413.4926
NCU53,OUT046,1924.4557
FDD39,OUT035,3398.5667
NCU17,OUT019,337.9726
FDJ20,OUT046,2095.386
NCW41,OUT018,2343.1262
FDL52,OUT035,771.03937
FDS39,OUT035,2181.4407
DRJ47,OUT045,2596.9795
FDP13,OUT010,139.8614
DRK39,OUT010,66.42868
FDF28,OUT010,117.29122
FDB09,OUT045,1854.4686
FDM51,OUT046,1354.7999
DRM49,OUT018,641.5211
DRF23,OUT013,1466.2494
DRH01,OUT035,4285.811
FDH12,OUT027,2612.3938
FDA28,OUT019,297.1391
FDW37,OUT018,947.27356
FDF02,OUT046,1254.7426
DRL37,OUT046,631.8452
NCF43,OUT046,2315.0579
FDH08,OUT010,775.714
FDR34,OUT019,845.8921
NCK19,OUT049,3808.3408
NCD55,OUT018,394.64633
FDT27,OUT049,3503.6367
FDQ57,OUT045,2285.4773
FDA47,OUT035,2625.3855
DRG15,OUT027,1463.0182
FDE05,OUT018,2113.3591
FDN46,OUT046,1738.6183
FDX27,OUT027,2502.1777
FDT51,OUT045,1721.2952
FDU33,OUT013,756.6635
FDJ16,OUT027,1840.496
FDD20,OUT019,368.13306
FDT36,OUT049,619.2335
DRF15,OUT027,3207.815
FDN52,OUT010,229.23552
FDC22,OUT027,5990.2915
FDX15,OUT045,2663.7122
FDT13,OUT013,3243.5405
FDU04,OUT017,1839.9408
FDU31,OUT019,42.206627
FDW59,OUT027,2096.5674
NCO29,OUT046,2574.9243
FDL15,OUT035,2235.1309
FDI41,OUT049,2498.209
FDQ48,OUT049,1634.6927
DRI39,OUT013,1243.7771
FDI08,OUT013,4473.0176
FDC21,OUT049,1879.0206
FDF58,OUT035,1038.2657
FDS08,OUT010,-109.66282
FDE47,OUT045,1769.6066
NCP18,OUT019,345.84576
NCR41,OUT013,1603.418
FDA27,OUT013,3370.9807
FDA43,OUT035,2953.2173
FDA49,OUT045,1380.2223
NCE55,OUT018,2706.5425
DRM49,OUT027,807.9062
FDF22,OUT027,4706.0356
FDQ15,OUT018,2312.1846
NCS54,OUT017,3335.458
NCY05,OUT013,516.6127
FDR45,OUT046,3201.2183
FDK57,OUT049,1881.5121
FDF41,OUT010,553.29736
FDV21,OUT046,2271.3635
FDD51,OUT046,638.30066
FDF33,OUT046,2494.3228
FDA38,OUT046,5616.0356
FDR56,OUT045,2992.7869
NCN41,OUT017,2267.292
FDC60,OUT027,2486.5803
FDB47,OUT045,3191.522
DRH01,OUT013,2617.724
FDW08,OUT046,1495.9443
FDF38,OUT027,989.58453
FDY32,OUT017,2563.415
FDG34,OUT049,1729.874
FDG47,OUT019,736.63495
NCF18,OUT035,3497.5295
FDL39,OUT019,196.90268
NCH55,OUT035,1993.4375
DRJ35,OUT049,828.90857
FDS44,OUT035,4157.0933
DRE01,OUT018,3927.5276
FDY39,OUT013,3547.4187
FDY32,OUT018,2517.9036
FDR33,OUT027,2657.746
NCP50,OUT049,1276.1318
FDZ47,OUT018,1579.833
FDU57,OUT049,2548.5598
FDY44,OUT013,3491.3762
DRH59,OUT018,685.56537
FDB03,OUT027,6156.5117
FDY46,OUT045,3392.7817
FDM39,OUT045,2404.3928
FDY36,OUT035,1343.1187
NCM55,OUT035,3218.586
FDJ50,OUT010,222.55208
DRL60,OUT013,1748.3783
NCJ54,OUT049,3866.2212
FDX59,OUT017,616.6073
FDI07,OUT013,3541.343
DRF51,OUT010,26.065271
FDM14,OUT017,1701.83
FDP21,OUT045,3206.8337
FDE40,OUT035,874.33215
FDE05,OUT035,2289.6094
FDM13,OUT027,2585.342
FDC34,OUT027,3821.713
NCI55,OUT018,1567.8717
NCE43,OUT018,2237.0234
FDW58,OUT018,1525.3483
FDG60,OUT045,3194.9424
FDV31,OUT017,2277.8772
FDR47,OUT013,2359.8032
FDM60,OUT019,114.26508
NCF06,OUT018,2516.2002
NCN26,OUT027,1803.3159
FDQ59,OUT049,1483.411
FDF09,OUT046,681.38947
NCS06,OUT017,4077.9246
FDT44,OUT046,1692.5438
FDI19,OUT017,4435.9077
FDT22,OUT017,818.8638
NCF54,OUT027,4231.0195
DRG25,OUT045,2878.12
FDB59,OUT017,2908.5225
FDQ37,OUT017,4897.3687
FDP56,OUT035,719.2101
FDW44,OUT035,3230.815
FDJ26,OUT010,313.5484
FDU43,OUT018,3487.7432
FDW33,OUT045,1440.0397
NCX53,OUT027,3416.763
FDN56,OUT010,696.16
DRF15,OUT049,1910.7952
FDO33,OUT017,2303.2441
FDZ39,OUT010,378.85693
NCJ19,OUT017,807.4049
FDU01,OUT035,4916.242
FDT12,OUT035,5120.606
NCM18,OUT018,971.88855
FDP19,OUT017,2248.7583
NCR42,OUT049,671.1481
FDN10,OUT046,1854.7822
FDG44,OUT017,838.59393
FDQ10,OUT046,3074.9958
DRH13,OUT049,1471.6255
FDT52,OUT013,3064.8523
FDM56,OUT045,2101.2158
NCO43,OUT010,603.0945
NCV29,OUT035,3256.0989
NCF06,OUT013,3659.068
FDO50,OUT035,1470.3903
FDT59,OUT013,3771.1357
FDX40,OUT027,966.05096
FDE50,OUT017,3944.4473
FDX51,OUT017,3147.04
NCD30,OUT018,1520.2529
FDK15,OUT013,1855.7133
FDL12,OUT045,904.87726
FDK46,OUT017,4414.3267
DRH49,OUT010,234.008
FDQ57,OUT046,2402.4607
FDY59,OUT017,1470.3291
FDO09,OUT018,3048.6091
NCG30,OUT035,1753.3561
FDM09,OUT017,2664.0002
NCN17,OUT027,2480.4692
NCS42,OUT013,1148.9124
FDD02,OUT019,326.88443
FDE34,OUT013,3185.649
FDU38,OUT045,3517.3967
FDB33,OUT046,2590.5461
NCJ29,OUT017,1370.4702
FDZ27,OUT035,715.25757
FDI40,OUT013,1295.3787
FDG22,OUT013,464.2265
FDT51,OUT017,1664.0953
FDF20,OUT018,3088.8948
FDV50,OUT035,1695.1047
FDT02,OUT049,521.2481
DRC49,OUT017,2482.6812
FDF26,OUT049,2392.2087
FDV52,OUT035,1936.2435
FDX59,OUT049,710.5516
FDV25,OUT035,6126.9673
FDW23,OUT027,850.58655
FDE53,OUT018,1315.3612
FDA19,OUT017,1911.65
FDH22,OUT046,1693.8243
NCO41,OUT013,1567.1115
FDX12,OUT017,5606.1904
FDF17,OUT013,3313.6267
FDS11,OUT045,3828.2705
FDR51,OUT035,2714.8914
FDT49,OUT010,216.34525
FDC56,OUT013,2162.334
FDR13,OUT027,3082.1694
FDQ60,OUT035,2713.956
FDN38,OUT049,3902.8591
NCL29,OUT013,2238.2375
FDO13,OUT027,3972.0762
FDE26,OUT018,2583.2695
FDA31,OUT010,-0.22748142
FDX14,OUT035,1247.4257
FDA34,OUT045,3319.7717
FDF26,OUT013,2466.215
FDE38,OUT045,2826.032
DRI11,OUT046,2109.3723
FDQ60,OUT027,2882.1438
FDL21,OUT027,817.5007
DRC12,OUT027,6732.311
FDC47,OUT046,4271.905
FDE57,OUT045,2120.4658
FDT14,OUT045,2053.172
NCZ53,OUT046,2566.5464
FDE28,OUT018,3961.1707
FDR19,OUT035,2839.8926
NCF54,OUT019,679.48627
FDZ08,OUT046,1347.2357
NCJ05,OUT018,1870.0509
FDF59,OUT046,1767.6517
NCO05,OUT035,1916.1667
FDW24,OUT018,445.2063
NCX42,OUT018,2556.5554
NCA53,OUT035,947.31195
FDI45,OUT019,173.37384
FDG46,OUT046,2285.456
FDM20,OUT010,-856.8708
FDW11,OUT010,85.951965
FDX08,OUT035,3049.822
NCK17,OUT035,937.8714
FDK32,OUT018,1642.6617
NCA42,OUT035,3233.2876
DRI01,OUT035,3024.0166
NCL55,OUT049,5451.3
DRE25,OUT018,1070.247
FDD14,OUT017,2612.6948
FDB10,OUT046,3349.4277
DRN11,OUT035,2386.3323
FDP38,OUT018,603.56024
NCA30,OUT017,2999.7698
FDT15,OUT017,3930.2876
NCP55,OUT018,773.83185
FDF12,OUT035,2502.6733
FDM21,OUT018,4616.409
FDX56,OUT035,4043.9956
FDF10,OUT017,2331.6077
FDT32,OUT045,3225.4285
FDM51,OUT018,1374.609
NCR50,OUT018,2222.9329
FDI19,OUT049,4329.555
FDX21,OUT017,1338.4515
FDR31,OUT035,2545.1438
FDY02,OUT013,4455.1274
NCA29,OUT045,3596.7927
NCX17,OUT046,2736.3506
FDM12,OUT045,3029.9304
FDI53,OUT027,3489.6543
NCU30,OUT049,3538.8276
FDC56,OUT027,3545.591
FDK27,OUT018,1716.0037
NCK18,OUT017,3176.8953
